t,vm
267.600,10.000
267.800,10.000
268.000,10.000
268.200,10.000
268.400,10.000
268.600,10.000
268.800,10.000
269.000,10.000
269.200,10.000
269.400,11.100
269.600,12.590
269.800,11.965
270.000,11.246
270.200,11.834
270.400,12.616
270.600,12.791
270.800,13.563
271.000,14.228
271.200,13.887
271.400,14.149
271.600,15.708
271.800,14.651
272.000,15.606
272.200,16.150
272.400,17.590
272.600,17.115
272.800,17.344
273.000,17.272
273.200,17.200
273.400,17.229
273.600,16.757
273.800,16.491
274.000,16.127
274.200,15.366
274.400,15.913
274.600,16.355
274.800,17.092
275.000,17.622
275.200,18.747
275.400,19.060
275.600,20.271
275.600,10.000
275.800,10.000
276.000,10.000
276.200,10.000
276.400,10.000
276.600,10.000
276.800,10.000
277.000,10.000
277.200,10.000
277.400,10.000
277.600,10.000
277.800,10.700
278.000,10.994
278.200,11.685
278.400,12.368
278.600,11.945
278.800,11.726
279.000,12.610
279.200,12.884
279.400,13.856
279.600,14.218
279.800,14.277
280.000,14.235
280.200,14.493
280.400,15.049
280.600,15.999
280.800,16.740
281.000,17.173
281.200,17.502
281.400,18.028
281.600,17.849
281.800,18.271
282.000,19.090
282.200,19.400
282.400,18.407
282.600,19.023
282.800,19.234
283.000,19.543
283.200,19.748
283.400,20.652
283.400,10.000
283.600,10.000
283.800,10.000
284.000,10.000
284.200,10.000
284.400,10.000
284.600,10.000
284.800,10.000
285.000,10.000
285.200,10.000
285.400,10.000
285.600,10.600
285.800,10.795
286.000,10.288
286.200,10.885
286.400,11.677
286.600,11.761
286.800,12.044
287.000,11.724
287.200,12.307
287.400,13.385
287.600,14.252
287.800,14.610
288.000,15.264
288.200,15.713
288.400,15.956
288.600,16.197
288.800,16.036
289.000,16.477
289.200,17.213
289.400,17.241
289.600,17.370
289.800,17.797
290.000,18.520
290.200,18.736
290.400,19.049
290.600,19.860
290.800,18.662
291.000,19.176
291.200,20.486
291.200,10.000
291.400,10.000
291.600,10.000
291.800,10.000
292.000,10.000
292.200,10.000
292.400,10.000
292.600,10.000
292.800,10.000
293.000,10.000
293.200,10.000
293.400,10.700
293.600,11.194
293.800,9.883
294.000,10.084
294.200,9.884
294.400,9.486
294.600,9.091
294.800,9.501
295.000,10.106
295.200,10.506
295.400,11.001
295.600,12.092
295.800,12.771
296.000,13.244
296.200,13.413
296.400,13.279
296.600,14.147
296.800,14.906
297.000,15.258
297.200,15.806
297.400,16.749
297.600,16.382
297.800,17.119
298.000,17.349
298.200,17.876
298.400,17.598
298.600,17.823
298.800,18.246
299.000,18.064
299.200,17.985
299.400,18.106
299.600,19.025
299.800,19.336
300.000,20.644
300.000,10.000
300.200,10.000
300.400,10.000
300.600,10.000
300.800,10.000
301.000,10.000
301.200,10.000
301.400,10.000
301.600,10.000
301.800,10.000
302.000,10.000
302.200,10.100
302.400,10.800
302.600,11.893
302.800,12.474
303.000,12.950
303.200,13.221
303.400,13.490
303.600,12.755
303.800,13.429
304.000,13.695
304.200,14.059
304.400,14.819
304.600,15.771
304.800,16.414
305.000,17.651
305.200,18.175
305.400,18.195
305.600,18.914
305.800,19.725
306.000,18.729
306.200,19.543
306.400,19.948
306.600,21.050
306.600,10.000
306.800,10.000
307.000,10.000
307.200,10.000
307.400,10.000
307.600,10.000
307.800,10.000
308.000,10.000
308.200,10.000
308.400,10.000
308.600,10.000
308.800,9.400
309.000,9.707
309.200,10.310
309.400,11.308
309.600,11.095
309.800,10.785
310.000,10.778
310.200,11.570
310.400,12.255
310.600,12.133
310.800,11.513
311.000,11.698
311.200,11.282
311.400,12.169
311.600,11.448
311.800,11.934
312.000,12.416
312.200,13.292
312.400,13.460
312.600,14.426
312.800,14.382
313.000,15.239
313.200,15.888
313.400,16.429
313.600,17.466
313.800,18.692
314.000,19.906
314.200,20.908
314.200,10.000
314.400,10.000
314.600,10.000
314.800,10.000
315.000,10.000
315.200,10.000
315.400,10.000
315.600,10.000
315.800,10.000
316.000,10.000
316.200,10.000
316.400,9.200
316.600,9.609
316.800,9.513
317.000,9.919
317.200,10.520
317.400,11.815
317.600,13.398
317.800,12.064
318.000,12.444
318.200,13.121
318.400,13.090
318.600,12.960
318.800,13.531
319.000,13.996
319.200,14.757
319.400,15.910
319.600,16.552
319.800,17.587
320.000,18.012
320.200,18.933
320.400,19.044
320.600,17.955
320.800,18.776
321.000,20.690
321.000,10.000
321.200,10.000
321.400,10.000
321.600,10.000
321.800,10.000
322.000,10.000
322.200,10.000
322.400,10.000
322.600,10.000
322.800,10.000
323.000,10.000
323.200,10.500
323.400,11.196
323.600,11.185
323.800,11.673
324.000,12.557
324.200,13.132
324.400,13.402
324.600,13.768
324.800,14.431
325.000,14.788
325.200,14.340
325.400,15.298
325.600,14.746
325.800,15.999
326.000,16.940
326.200,17.671
326.400,16.395
326.600,17.732
326.800,19.256
327.000,19.564
327.200,20.669
327.200,10.000
327.400,10.000
327.600,10.000
327.800,10.000
328.000,10.000
328.200,10.000
328.400,10.000
328.600,10.000
328.800,10.000
329.000,10.000
329.200,10.000
329.400,11.500
329.600,11.486
329.800,11.972
330.000,12.753
330.200,12.426
330.400,12.802
330.600,11.475
330.800,12.761
331.000,13.434
331.200,13.900
331.400,14.262
331.600,14.420
331.800,13.876
332.000,13.138
332.200,14.007
332.400,14.468
332.600,15.324
332.800,17.872
333.000,18.194
333.200,18.813
333.400,16.926
333.600,17.157
333.800,17.286
334.000,18.814
334.200,20.127
334.200,10.000
334.400,10.000
334.600,10.000
334.800,10.000
335.000,10.000
335.200,10.000
335.400,10.000
335.600,10.000
335.800,10.000
336.000,10.000
336.200,10.000
336.400,10.200
336.600,10.599
336.800,11.694
337.000,12.477
337.200,13.153
337.400,14.122
337.600,15.782
337.800,15.625
338.000,15.369
338.200,15.916
338.400,15.258
338.600,14.906
338.800,15.858
339.000,15.700
339.200,14.944
339.400,15.395
339.600,15.842
339.800,16.184
340.000,17.023
340.200,17.254
340.400,17.682
340.600,17.306
340.800,17.834
341.000,19.557
341.200,17.362
341.400,18.489
